"","lat","lon","total"
"405",31.5785074,-84.155741,1
"406",31.7618778,-106.4850217,5
"407",31.770835,-94.7289192,1
"408",31.7765369,-99.7095226,1
"409",31.7782514,-82.3484618,1
"410",31.8023831,-97.0916692,1
"411",31.8456816,-102.3676431,1
"412",31.8667427,-116.5963713,3
"413",31.8696309,-82.5943026,1
"414",31.875925,-102.348366,1
"415",31.9437799,-94.2440865,1
"416",31.9635074,-83.7823938,1
"417",31.9685988,-99.9018131,64
"418",32.0835407,-81.0998342,5
"419",32.1360332,-81.6220565,1
"420",32.1656221,-82.9000751,49
"421",32.2217429,-110.926479,5
"422",32.2318851,-110.9501094,1
"423",32.2371465,-80.8603868,1
"424",32.2390366,-90.1584206,1
"425",32.286281,-83.2523765,1
"426",32.2987573,-90.1848103,1
"427",32.3182314,-86.902298,8
"428",32.3199396,-106.7636538,1
"429",32.3261478,-110.9008413,1
"430",32.328298,-96.6266998,1
"431",32.3512601,-95.3010624,4
"432",32.3546679,-89.3985283,4
"433",32.3668052,-86.2999689,4
"434",32.368009,-95.114542,1
"435",32.4334742,-97.1025077,2
"436",32.4487364,-99.7331439,2
"437",32.4487876,-81.7831674,2
"438",32.4609764,-84.9877094,1
"439",32.4640245,-86.4596966,1
"440",32.5007037,-94.7404891,2
"441",32.5149469,-117.0382471,3
"442",32.5184775,-92.1476353,1
"443",32.5251516,-93.7501789,1
"444",32.5307242,-83.7193929,1
"445",32.548222,-82.8718084,1
"446",32.555556,-117.0470434,1
"447",32.5636793,-96.8485308,1
"448",32.5896998,-96.8570738,1
"449",32.5933574,-85.4951663,2
"450",32.6082373,-80.0848166,1
"451",32.6098566,-85.4807825,1
"452",32.6926512,-114.6276916,2
"453",32.715738,-117.1610838,37
"454",32.7338006,-117.1933038,1
"455",32.735687,-97.1080656,4
"456",32.742482,-96.826954,1
"457",32.7478763,-97.0926985,1
"458",32.7554883,-97.3307658,16
"459",32.7592955,-97.7972544,1
"460",32.7638842,-117.0246986,1
"461",32.7667955,-96.5991593,1
"462",32.7678287,-117.0230839,2
"463",32.7764749,-79.9310512,5
"464",32.7766642,-96.7969879,43
"465",32.778651,-108.153234,1
"466",32.8015565,-96.8002704,1
"467",32.8084605,-98.1128223,1
"468",32.8115638,-107.9211672,1
"469",32.8140177,-96.9488945,3
"470",32.8194131,-79.7343791,1
"471",32.8795022,-111.7573521,1
"472",32.8998091,-97.0403352,5
"473",32.912624,-96.6388833,1
"474",32.9342919,-97.0780654,1
"475",32.9359457,-96.9584922,1
"476",32.9401334,-117.0445715,1
"477",32.940444,-97.1060202,3
"478",32.9594891,-117.2653146,1
"479",32.9659566,-97.6836384,1
"480",32.9756415,-96.8899636,2
"481",32.991235,-97.1950138,1
"482",33.001125,-96.686667,2
"483",33.0185039,-80.1756481,1
"484",33.0198431,-96.6988856,1
"485",33.0205401,-96.7028312,1
"486",33.0362218,-85.0322444,1
"487",33.046233,-96.994174,1
"488",33.0806083,-96.8928309,1
"489",33.087972,-79.467312,2
"490",33.1031744,-96.6705503,1
"491",33.1506744,-96.8236116,2
"492",33.1567863,-94.968269,1
"493",33.1580933,-117.3505939,1
"494",33.1731716,-86.2516406,1
"495",33.177294,-111.5468301,1
"496",33.1958696,-117.3794834,1
"497",33.1972465,-96.6397822,1
"498",33.2098407,-87.5691735,6
"499",33.2148412,-97.1330683,2
"500",33.2318281,-97.0022908,1
"501",33.2558717,-116.375012,1
"502",33.2771073,52.3613378,3
"503",33.3042834,-96.986118,2
"504",33.3061605,-111.8412502,2
"505",33.3401108,-86.6302625,1
"506",33.3433091,-96.5580606,1
"507",33.3528264,-111.789027,1
"508",33.3806716,-84.7996573,1
"509",33.3945681,-104.5229281,3
"510",33.4150485,-111.5495777,1
"511",33.4151843,-111.8314724,3
"512",33.4255104,-111.9400054,7
"513",33.4273614,-81.8909472,1
"514",33.4332236,-79.1214313,1
"515",33.4483771,-112.0740373,23
"516",33.4487183,-86.7877668,1
"517",33.4487257,-84.4549262,1
"518",33.4734978,-82.0105148,4
"519",33.4938686,-117.1490805,1
"520",33.4941704,-111.9260519,6
"521",33.4951996,-112.2178565,1
"522",33.5173577,-82.0756734,1
"523",33.5206608,-86.80249,7
"524",33.5215013,-84.3538128,1
"525",33.5263189,-82.0396225,1
"526",33.5386523,-112.1859866,1
"527",33.5422475,-117.7831104,2
"528",33.5568089,-84.5270839,1
"529",33.5589953,-97.8486457,1
"530",33.5726113,-84.4132594,3
"531",33.5778631,-101.8551665,1
"532",33.5801103,-85.0766113,4
"533",33.5870558,-84.5424299,1
"534",33.5873164,-102.37796,1
"535",33.5967815,-83.8601827,1
"536",33.6000232,-117.6719953,1
"537",33.6016573,-117.8728117,1
"538",33.6103009,-117.7253305,1
"539",33.6186731,-84.4734171,1
"540",33.6189101,-117.9289469,9
"541",33.6212816,-117.9127254,1
"542",33.6213447,-111.8559373,1
"543",33.6292337,-112.3679279,1
"544",33.6344684,-112.226533,1
"545",33.6400598,-117.8108201,1
"546",33.6407282,-84.4277001,1
"547",33.6411316,-117.9186689,3
"548",33.6486673,-84.4578523,1
"549",33.6534427,-84.4493725,3
"550",33.660297,-117.9992265,2
"551",33.6603247,-84.4759682,1
"552",33.6619819,-112.3412726,1
"553",33.6676103,-84.0176904,1
"554",33.6845539,-87.8308522,1
"555",33.6858022,-117.8082831,1
"556",33.6890603,-78.8866943,2
"557",33.6971468,-117.185294,1
"558",33.7123305,-84.1051939,3
"559",33.7174708,-117.8311428,8
"560",33.7205771,-116.2155619,1
"561",33.7222445,-116.3744556,1
"562",33.728714,-118.0840212,1
"563",33.7293882,73.0931461,1
"564",33.7322509,-117.9944542,2
"565",33.7343659,73.1358002,1
"566",33.7370514,-85.032445,1
"567",33.7427991,-116.2891752,1
"568",33.7461945,-118.1053698,1
"569",33.7475203,-116.9719684,1
"570",33.7489954,-84.3879824,191
"571",33.7498792,-84.4133272,1
"572",33.7514966,-84.7477136,1
"573",33.754116,-84.366996,1
"574",33.7541215,-84.4918471,1
"575",33.7548472,-84.3666825,1
"576",33.755711,-84.3883717,1
"577",33.7589188,-84.3640829,10
"578",33.7700504,-118.1937395,3
"579",33.7739053,-117.9414477,1
"580",33.7748275,-84.2963123,4
"581",33.778175,76.5761714,1
"582",33.7839084,-116.958635,1
"583",33.7877944,-117.8531119,1
"584",33.7948364,-83.713229,2
"585",33.8003947,-84.3932312,1
"586",33.8005714,-118.3900737,1
"587",33.8081608,-84.170196,3
"588",33.8103819,-84.4165485,1
"589",33.824224,-111.924201,1
"590",33.8246585,-117.8376937,1
"591",33.8302961,-116.5452921,1
"592",33.8352932,-117.9145036,5
"593",33.836081,-81.1637245,15
"594",33.8498184,-84.4382721,1
"595",33.8529366,-117.8673659,1
"596",33.8545479,-84.2171424,1
"597",33.858225,-84.3479418,2
"598",33.8622025,-118.4014355,1
"599",33.8622366,-118.3995194,1
"600",33.8643414,-118.2611082,2
"601",33.8651033,-84.3365917,1
"602",33.8703596,-117.9242966,1
"603",33.8830986,-79.5816186,1
"604",33.8839926,-84.5143761,1
"605",33.8847361,-118.4109089,5
"606",33.8883487,-118.3089624,1
"607",33.8942729,-83.95574,1
"608",33.8958492,-118.2200712,2
"609",33.9014067,-84.2420283,1
"610",33.9036189,-84.2774862,1
"611",33.908237,-84.355437,1
"612",33.9190653,-84.0167423,2
"613",33.9204354,-80.3414693,1
"614",33.9255713,-116.8764103,1
"615",33.933678,-80.392213,1
"616",33.938291,-83.3873766,1
"617",33.9386361,-118.2380432,2
"618",33.939094,-118.284797,1
"619",33.9415889,-118.40853,1
"620",33.949281,-83.534608,1
"621",33.9519347,-83.357567,6
"622",33.952463,-117.5848025,1
"623",33.952602,-84.5499327,9
"624",33.9533487,-117.3961564,6
"625",33.9562149,-83.9879625,3
"626",33.9564194,-118.4422317,1
"627",33.9616801,-118.3531311,5
"628",33.9689959,-83.3837708,1
"629",33.9791793,-118.032844,1
"630",33.9815369,-81.2362107,1
"631",33.9816812,-118.2250725,1
"632",33.9850469,-118.4694832,4
"633",33.9887165,-83.8979573,1
"634",33.9926097,-83.7201709,1
"635",34.0007104,-81.0348144,5
"636",34.0015232,-81.7720522,1
"637",34.0019304,-118.3931586,1
"638",34.0028786,-84.1446376,4
"639",34.0093952,-118.4146767,1
"640",34.0122346,-117.688944,1
"641",34.013535,-118.237626,1
"642",34.019322,-80.9898128,2
"643",34.0194543,-118.4911912,4
"644",34.0211224,-118.3964665,3
"645",34.0234337,-84.6154897,4
"646",34.0255823,-118.2772773,1
"647",34.0259216,-118.7797571,1
"648",34.0289259,-84.198579,1
"649",34.0297895,-118.2117257,1
"650",34.0333443,-118.0370113,1
"651",34.0369601,-118.1939561,1
"652",34.040713,-118.2467693,1
"653",34.0426948,-80.9620582,1
"654",34.0430175,-118.2672541,1
"655",34.0475871,-118.256677,1
"656",34.047758,-118.338586,1
"657",34.0480519,-118.258582,1
"658",34.0489281,-111.0937311,21
"659",34.0514898,-84.0712997,3
"660",34.0521011,-118.4732464,1
"661",34.0522342,-118.2436849,159
"662",34.0555693,-117.1825381,1
"663",34.0565284,-117.8215295,1
"664",34.0598891,-118.2968023,1
"665",34.0624616,-118.2908319,2
"666",34.0649253,-79.7618035,2
"667",34.0736204,-118.4003563,4
"668",34.073851,-118.2399583,2
"669",34.0753762,-84.2940899,2
"670",34.076454,-118.196314,1
"671",34.0778692,-118.3762533,1
"672",34.0802806,-118.0949123,2
"673",34.0826763,-118.3822187,1
"674",34.0900091,-118.3617443,6
"675",34.0900091,-117.8903397,1
"676",34.0910444,-118.2930663,1
"677",34.0922335,-117.435048,1
"678",34.0928092,-118.3286614,9
"679",34.1014873,-84.5193754,1
"680",34.101885,-118.337163,1
"681",34.1063989,-117.5931084,1
"682",34.1083449,-117.2897652,3
"683",34.1112226,-82.8670839,1
"684",34.1140497,-83.9811014,3
"685",34.1159867,-118.19925,1
"686",34.1206564,-84.0043513,4
"687",34.1307949,-118.6848112,1
"688",34.1322469,-118.2117257,2
"689",34.1341151,-118.3215482,2
"690",34.1395597,-118.3870991,3
"691",34.1425078,-118.255075,1
"692",34.1489719,-118.451357,1
"693",34.1569105,-92.3570871,1
"694",34.159318,-118.1322996,1
"695",34.1650972,-84.7999382,2
"696",34.1687661,-80.062568,1
"697",34.1705609,-118.8375937,1
"698",34.1742914,-88.7220435,1
"699",34.1755619,-118.3484173,1
"700",34.1808392,-118.3089661,3
"701",34.1825782,-118.4396756,2
"702",34.2073196,-84.1401926,1
"703",34.2163937,-119.0376023,3
"704",34.2257255,-77.9447102,3
"705",34.2284312,-92.0031955,1
"706",34.2331373,-102.4107493,24
"707",34.2367621,-84.4907621,2
"708",34.2514526,-84.4802606,2
"709",34.2694474,-118.781482,1
"710",34.2745833,-81.6187178,1
"711",34.274646,-119.2290316,2
"712",34.2978794,-83.8240663,1
"713",34.3614336,-86.3442107,2
"714",34.3847855,-89.4982398,1
"715",34.4053945,-117.5878823,1
"716",34.4133292,-119.8609718,1
"717",34.4208305,-119.6981901,2
"718",34.4465018,-82.3915121,2
"719",34.4673222,-83.5737843,1
"720",34.502587,-84.9510542,1
"721",34.5146944,-93.1162513,1
"722",34.5199402,-105.8700901,6
"723",34.5400242,-112.4685025,1
"724",34.5789747,-85.986644,1
"725",34.5794343,-118.1164613,1
"726",34.5827699,-117.409215,1
"727",34.5970402,-83.7632366,1
"728",34.609528,-98.4223772,1
"729",34.6562011,-99.2832648,1
"730",34.6568361,-78.726407,1
"731",34.6830488,135.4523282,1
"732",34.6992579,-86.7483318,1
"733",34.7302829,136.5085883,1
"734",34.7303688,-86.5861037,2
"735",34.7370639,-82.2542834,1
"736",34.7464809,-92.2895948,5
"737",34.7636336,-91.5983959,1
"738",34.7650887,-87.6986407,1
"739",34.7698021,-84.9702228,2
"740",34.8073641,-87.6800019,1
"741",34.8150907,-92.2243153,1
"742",34.8406339,-85.0427257,2
"743",34.84949,-82.414644,1
"744",34.8526176,-82.3940104,3
"745",34.9031557,-110.1702951,1
"746",34.9159099,-85.1091173,1
"747",34.9418832,-80.9625787,1
"748",34.9592083,-116.419389,8
"749",34.9704419,-78.9453056,1
"750",34.9918587,-90.0022958,1
"751",35.0070935,-80.6745131,2
"752",35.0077519,-97.092877,10
"753",35.024312,-81.0278546,1
"754",35.0305707,-79.1368259,1
"755",35.0354105,-80.809173,1
"756",35.0433333,-106.6129085,2
"757",35.0456297,-85.3096801,3
"758",35.0526641,-78.8783585,2
"759",35.0532981,-89.8442717,1
"760",35.0622085,-85.3070138,1
"761",35.0735833,-79.0556287,1
"762",35.0768141,-80.6692352,1
"763",35.0852159,-78.922838,1
"764",35.0853336,-106.6055534,10
"765",35.0886963,-92.4421011,1
"766",35.099076,-90.0357716,1
"767",35.116467,-89.946107,1
"768",35.1252441,-83.1305436,1
"769",35.1359386,-114.5285981,1
"770",35.142555,-90.024108,1
"771",35.1495343,-90.0489801,7
"772",35.1598391,-89.761545,1
"773",35.20105,-91.8318334,7
"774",35.2058936,-97.4457137,1
"775",35.2219971,-101.8312969,2
"776",35.2225668,-97.4394777,3
"777",35.2270869,-80.8431267,18
"778",35.2327544,-106.6630437,1
"779",35.2827524,-120.6596156,1
"780",35.3137111,-83.1765333,1
"781",35.4054975,-106.1534672,1
"782",35.4087517,-80.579511,2
"783",35.410694,-80.8428504,1
"784",35.4132168,-78.7355728,1
"785",35.4358996,-97.0914163,1
"786",35.4675602,-97.5164276,9
"787",35.4975625,-97.2689212,1
"788",35.51398,-86.4549942,1
"789",35.5174913,-86.5804473,15
"790",35.5265069,-90.3562654,1
"791",35.5489154,-97.5653327,1
"792",35.5550078,-82.5402916,1
"793",35.5642474,-89.6464672,1
