"","lat","lon","total"
"794",35.569306,-80.5817318,2
"795",35.5827035,-77.3629403,1
"796",35.5942137,-105.2227978,2
"797",35.5950581,-82.5514869,7
"798",35.6368759,-120.6545022,1
"799",35.6512655,-78.8336218,1
"800",35.6745227,-90.0998141,1
"801",35.6869752,-105.937799,1
"802",35.7212689,-77.9155395,1
"803",35.7273509,-77.8907839,1
"804",35.732652,-78.8502856,1
"805",35.7500796,51.5255214,1
"806",35.7595731,-79.0192997,32
"807",35.7795897,-78.6381787,9
"808",35.79154,-78.7811169,2
"809",35.842115,-78.809582,1
"810",35.8422967,-90.704279,2
"811",35.8684075,-92.1176521,1
"812",35.894581,-79.9908729,1
"813",35.9006503,-78.6294802,2
"814",35.9046545,-86.7718017,1
"815",35.907757,127.766922,2
"816",35.9131996,-79.0558445,2
"817",35.914581,-79.9719831,1
"818",35.9250637,-86.8688899,2
"819",35.929786,-86.1816572,1
"820",35.935646,-79.217749,2
"821",35.937496,14.375416,2
"822",35.9517674,-95.650814,1
"823",35.9556923,-80.0053176,1
"824",35.9606384,-83.9207392,12
"825",35.9631135,-115.1126525,1
"826",36.0156735,-82.1587351,1
"827",36.0331164,-86.7827772,3
"828",36.0395247,-114.9817213,1
"829",36.0597177,-86.6715948,2
"830",36.060949,-95.7974526,1
"831",36.0625795,-94.1574263,1
"832",36.0726354,-79.7919754,4
"833",36.0772906,-76.6171481,1
"834",36.077375,-115.2980769,1
"835",36.0971945,-115.1466648,1
"836",36.0998596,-80.244216,2
"837",36.1023715,-115.1745559,4
"838",36.1053449,-115.0837073,1
"839",36.1156071,-97.0583681,2
"840",36.1167447,-115.0509497,1
"841",36.1214352,-86.7905834,1
"842",36.122311,-83.492396,1
"843",36.1262663,-115.1693223,1
"844",36.1392026,128.3571429,1
"845",36.1539816,-95.992775,12
"846",36.160624,-115.292002,1
"847",36.1626638,-86.7816016,19
"848",36.162839,-85.5016423,1
"849",36.1699412,-115.1398296,39
"850",36.1755178,-85.5039271,1
"851",36.1867442,-94.1288141,1
"852",36.1988592,-115.1175013,2
"853",36.204824,138.252924,4
"854",36.2068571,-86.6921085,1
"855",36.2082943,-115.9839147,2
"856",36.216795,-81.6745517,1
"857",36.2178566,-84.1546452,1
"858",36.2404158,-80.2933838,1
"859",36.274213,-94.145226,2
"860",36.3020023,-88.3267107,1
"861",36.3047735,-86.6199957,1
"862",36.3192091,-86.7015113,1
"863",36.3274502,-119.6456844,1
"864",36.3302284,-119.2920585,2
"865",36.3308229,-119.2986217,1
"866",36.3415149,-94.0975601,1
"867",36.3728538,-94.2088172,1
"868",36.3865267,-80.4695023,1
"869",36.3955891,-97.8783911,1
"870",36.4578953,-84.2122434,2
"871",36.5053891,-117.0794078,1
"872",36.5270612,-6.2885962,1
"873",36.5297706,-87.3594528,1
"874",36.5768046,-79.8583721,2
"875",36.6002378,-121.8946761,1
"876",36.6061713,-91.3831923,1
"877",36.624394,-119.3137301,1
"878",36.706981,-97.0855948,1
"879",36.7181862,-98.7481167,1
"880",36.7235572,-120.059879,1
"881",36.7282054,-76.5835621,1
"882",36.7434169,-84.1596561,1
"883",36.7468422,-119.7725868,6
"884",36.7473114,-95.9808179,1
"885",36.7677767,3.6067452,1
"886",36.7710787,4.8105955,1
"887",36.778261,-119.4179324,83
"888",36.8252277,-119.7029194,1
"889",36.829083,-76.2999344,1
"890",36.8507689,-76.2858726,5
"891",36.8529263,-75.977985,7
"892",36.8861564,-87.9762226,1
"893",36.9165612,34.8952102,2
"894",36.9685219,-86.4808043,1
"895",36.9914194,35.3308285,2
"896",36.9958839,-85.9119215,1
"897",36.9989773,-109.0451868,1
"898",37.0016659,-101.9074671,1
"899",37.0298687,-76.3452218,1
"900",37.0348912,22.1139479,1
"901",37.0582786,-120.8499151,1
"902",37.0788032,-76.4639307,1
"903",37.0870821,-76.4730122,2
"904",37.09024,-95.712891,303
"905",37.1056784,-80.6853433,1
"906",37.1464475,-94.4630035,1
"907",37.1511655,-88.7319979,1
"908",37.1808125,-82.41712,1
"909",37.2009788,-120.7120023,1
"910",37.2232316,-81.4498717,1
"911",37.2387556,-76.5096731,1
"912",37.2682177,49.5891233,1
"913",37.2703101,-121.7904417,1
"914",37.2709704,-79.9414266,1
"915",37.2826157,-80.0320113,1
"916",37.3021632,-120.4829677,1
"917",37.3058871,-89.9703793,1
"918",37.3382082,-121.8863286,10
"919",37.3477174,-120.609084,1
"920",37.3673217,-77.6077865,1
"921",37.36883,-122.0363496,1
"922",37.3770935,-77.5049863,1
"923",37.3784694,-79.8069828,1
"924",37.3837623,-109.0726022,1
"925",37.3838581,-77.7111121,1
"926",37.3840655,-5.9706902,2
"927",37.3852183,-122.1141298,2
"928",37.3857241,-89.5879751,1
"929",37.3860517,-122.0838511,1
"930",37.387474,-122.0575434,5
"931",37.410829,-122.009265,1
"932",37.4143532,-87.4606977,1
"933",37.4200507,-122.1750657,3
"934",37.4226924,-122.1686033,2
"935",37.4268325,-121.8993657,1
"936",37.4315734,-78.6568942,16
"937",37.4324759,-121.8966543,1
"938",37.4442013,-122.1615759,1
"939",37.4614629,-122.3107517,1
"940",37.5111158,127.098167,1
"941",37.5407246,-77.4360481,11
"942",37.5629917,-122.3255254,5
"943",37.566535,126.9779692,1
"944",37.567388,-84.323034,1
"945",37.5722598,-77.5216301,1
"946",37.5924736,127.3024912,1
"947",37.5949316,-120.9577098,1
"948",37.6126443,-79.6600911,1
"949",37.6138253,-122.4869194,1
"950",37.6390972,-120.9968782,5
"951",37.6439071,-98.7375911,1
"952",37.6576656,-122.0563527,1
"953",37.6624312,-121.8746789,1
"954",37.6688205,-122.0807964,1
"955",37.674008,-80.8892539,1
"956",37.6839644,-76.78292,1
"957",37.6871761,-97.330053,7
"958",37.7136372,-89.2179628,1
"959",37.7230326,-86.7484377,1
"960",37.7394537,-121.1354141,1
"961",37.7478572,-84.2946539,2
"962",37.7544066,-122.4476845,1
"963",37.7636866,-122.4290335,1
"964",37.7656482,-84.319135,1
"965",37.7749295,-122.4194155,35
"966",37.787432,-122.4067188,1
"967",37.7911622,-122.3933093,2
"968",37.8006178,-122.4387125,1
"969",37.8043637,-122.2711137,7
"970",37.8215929,-121.9999606,1
"971",37.8271784,-122.2913078,6
"972",37.8393332,-84.2700179,10
"973",37.8431142,-78.3534145,1
"974",37.8715926,-122.272747,1
"975",37.894025,34.561777,2
"976",37.9022008,-77.0332173,1
"977",37.9463179,23.1210305,1
"978",37.9642529,-91.8318334,9
"979",37.9715592,-87.5710898,1
"980",37.9735346,-122.5310874,1
"981",37.9771452,-122.2952474,1
"982",37.9787116,-122.5342988,1
"983",37.9829496,-120.3821724,1
"984",37.9838096,23.7275388,1
"985",37.9922399,-1.1306544,1
"986",37.9925909,-77.973865,1
"987",38.0049214,-121.805789,1
"988",38.0293059,-78.4766781,2
"989",38.0301356,-79.0336374,1
"990",38.0405837,-84.5037164,7
"991",38.0684692,-78.8894682,2
"992",38.074625,-78.487461,2
"993",38.1097597,-121.1564848,1
"994",38.1503113,-92.6179621,2
"995",38.1511606,-88.9039554,1
"996",38.1960298,-120.6804872,1
"997",38.2081045,-91.1604207,1
"998",38.2382474,-122.040244,1
"999",38.2434389,-85.7336519,1
"1000",38.2526647,-85.7584557,9
"1001",38.2688373,140.8721,2
"1002",38.274835,-122.29217,1
"1003",38.2926613,-77.5132444,1
"1004",38.2975381,-122.286865,1
"1005",38.3450104,-98.2017268,1
"1006",38.3498195,-81.6326234,2
"1007",38.3498221,-77.0559054,1
"1008",38.3606736,-75.5993692,1
"1009",38.4087993,-121.3716178,1
"1010",38.4123775,-82.4270257,1
"1011",38.4334566,-77.4242972,1
"1012",38.4436637,-90.2012239,1
"1013",38.4495688,-78.8689155,2
"1014",38.4770277,-82.6443496,1
"1015",38.5229229,-77.2900787,1
"1016",38.5395564,-75.0551806,2
"1017",38.5449065,-121.7405167,2
"1018",38.5767017,-92.1735164,2
"1019",38.5786494,-121.4913589,2
"1020",38.5815719,-121.4943996,11
"1021",38.5976262,-80.4549026,4
"1022",38.6140337,27.4295624,1
"1023",38.6228551,-90.2563237,1
"1024",38.6270025,-90.1994042,16
"1025",38.6592152,-87.172789,1
"1026",38.6646479,-90.2967055,1
"1027",38.6687929,-120.9871643,1
"1028",38.6857367,-121.082167,1
"1029",38.7071247,-121.2810611,1
"1030",38.708517,-90.439033,1
"1031",38.7134516,-77.7952712,1
"1032",38.720489,35.482597,1
"1033",38.7222524,-9.1393366,2
"1034",38.7317431,-82.9976742,1
"1035",38.7521235,-121.2880059,1
"1036",38.7627893,-93.7360498,1
"1037",38.778356,-81.3733581,1
"1038",38.7849211,-76.8720961,1
"1039",38.7874699,-90.6298922,1
"1040",38.7892801,-77.1872036,1
"1041",38.7965203,-76.8836261,1
"1042",38.8026097,-116.419389,4
"1043",38.8048355,-77.0469214,6
"1044",38.809995,-77.104304,1
"1045",38.8106075,-90.6998477,1
"1046",38.8114364,-89.953157,2
"1047",38.8140024,-76.9455296,1
"1048",38.8315541,-77.3120885,1
"1049",38.8338816,-104.8213634,9
"1050",38.8375215,-120.8958242,5
"1051",38.8412819,-84.5981069,1
"1052",38.8456051,-77.0772403,1
"1053",38.8697668,-94.6818315,1
"1054",38.8779723,-76.8317325,1
"1055",38.8799697,-77.1067698,7
"1056",38.8813958,-94.8191285,1
"1057",38.891565,-121.2930079,1
"1058",38.9012225,-77.2652604,2
"1059",38.9022998,-76.9326167,1
"1060",38.9071923,-77.0368707,95
"1061",38.9108325,-75.5276699,9
"1062",38.9277072,-94.5672342,2
"1063",38.9292782,-76.8616387,1
"1064",38.9314263,-78.4617723,1
"1065",38.935011,-94.757529,1
"1066",38.9517053,-92.3340724,1
"1067",38.9586307,-77.3570028,3
"1068",38.9592201,-85.8902547,1
"1069",38.9641178,-84.4279839,1
"1070",38.9695545,-77.3860976,1
"1071",38.9716689,-95.2352501,2
"1072",38.9784453,-76.4921829,2
"1073",38.984652,-77.0947092,3
"1074",38.9869183,-76.9425543,1
"1075",38.9900897,-83.5393217,1
"1076",38.9906657,-77.026088,1
"1077",38.9916726,-94.6335684,1
"1078",38.9938084,-74.8175423,1
"1079",38.9944091,-1.8585446,1
"1080",39.0066993,-77.4291298,2
"1081",39.011902,-98.4842465,1
"1082",39.0169509,-94.2816148,1
"1083",39.02756,-84.7241133,1
"1084",39.0457549,-76.6412712,23
"1085",39.0558235,-95.6890185,1
"1086",39.06498,-87.184273,1
"1087",39.090891,-84.8499504,1
"1088",39.0997265,-94.5785667,6
"1089",39.1031182,-84.5120196,10
"1090",39.11093,-84.481876,1
"1091",39.1156615,-77.5636015,2
"1092",39.1459392,-77.4169311,1
"1093",39.1544527,-84.6693469,1
"1094",39.158168,-75.5243682,1
"1095",39.165325,-86.5263857,2
"1096",39.166263,-76.8432663,1
"1097",39.1836082,-96.5716694,1
"1098",39.2037144,-76.8610462,1
"1099",39.2252087,-106.0036827,1
"1100",39.2750153,-76.6358333,1
"1101",39.2783568,-76.6142995,1
"1102",39.2883141,-94.5438524,1
"1103",39.2903848,-76.6121893,16
"1104",39.2998339,-75.6046494,1
"1105",39.3209801,-111.0937311,6
"1106",39.327962,-120.1832533,1
"1107",39.3280397,-76.7573416,2
"1108",39.3615792,-94.9201422,1
"1109",39.3822537,-74.6166192,2
"1110",39.3898388,-74.5240422,1
"1111",39.398207,-76.543127,1
"1112",39.3995008,-84.5613355,3
"1113",39.399872,-8.224454,2
"1114",39.4014955,-76.6019125,1
"1115",39.4142688,-77.4105409,1
"1116",39.4300996,-77.8041609,2
"1117",39.440463,-84.5222189,1
"1118",39.4409277,-78.9739156,1
"1119",39.4453393,-83.8285375,1
"1120",39.4523385,-74.7276626,1
"1121",39.4748693,-118.7770407,1
"1122",39.4790062,-8.540103,1
"1123",39.4850848,-80.1425781,4
"1124",39.5069974,-84.745231,2
"1125",39.5186002,-104.7613633,1
"1126",39.5296329,-119.8138027,4
"1127",39.531825,-107.784341,1
"1128",39.5364511,-83.4390843,1
"1129",39.5405277,-105.0399218,1
"1130",39.5500507,-105.7820674,4
"1131",39.5579746,-119.7907679,1
"1132",39.5592848,-74.2431962,1
"1133",39.5753791,-76.9958149,1
"1134",39.5807452,-104.8771726,1
"1135",39.5994095,-110.8107148,1
"1136",39.6047915,-82.2115368,1
"1137",39.613321,-105.0166498,1
"1138",39.6136578,-86.1066526,1
"1139",39.629526,-79.9558968,1
"1140",39.6317063,-79.931778,1
"1141",39.6333213,-105.3172146,1
"1142",39.6581424,-78.928357,1
"1143",39.7111989,-75.4701443,1
"1144",39.7172152,-74.9697707,1
"1145",39.7284944,-121.8374777,4
"1146",39.7294319,-104.8319195,2
"1147",39.7390721,-75.5397878,1
"1148",39.7392358,-104.990251,35
"1149",39.7439145,-105.0200607,1
"1150",39.7506049,-76.2269212,1
"1151",39.7507596,-105.0010535,1
"1152",39.755543,-105.2210997,1
"1153",39.7589478,-84.1916069,1
"1154",39.7596061,-121.6219177,2
"1155",39.7599117,-104.9943814,1
"1156",39.7609682,-76.0425875,1
"1157",39.7674578,-94.846681,1
"1158",39.768403,-86.158068,15
"1159",39.775741,-86.153722,2
"1160",39.7803581,-86.0427626,1
"1161",39.7817213,-89.6501481,1
"1162",39.785043,-85.7694226,1
"1163",39.8064486,-83.886874,1
"1164",39.8433769,-86.3977735,6
"1165",39.849557,-75.3557457,1
"1166",39.8675693,-104.8730088,1
"1167",39.8680412,-104.9719243,1
"1168",39.8743959,-75.2424229,1
"1169",39.8773356,-75.0646165,1
"1170",39.8784465,-75.0926738,1
"1171",39.8907544,-75.1242944,2
"1172",39.8967425,-79.9744992,1
"1173",39.9044354,-75.1020593,1
"1174",39.9105176,-75.0497448,1
"1175",39.9145974,-75.0640147,1
"1176",39.9259463,-75.1196199,2
"1177",39.926813,-75.0246312,1
"1178",39.9403453,-82.0131924,1
"1179",39.9470567,-75.2921301,3
"1180",39.9492927,-75.1661668,1
"1181",39.9525839,-75.1652215,62
"1182",39.9527634,-105.1685977,1
"1183",39.9562052,-75.058009,2
"1184",39.957902,-75.3076883,1
"1185",39.9594013,-75.9168482,2
"1186",39.9611552,-75.16278,1
"1187",39.9611755,-82.9987942,15
"1188",39.9613759,-105.5108312,2
"1189",39.9625984,-76.727745,4
"1190",39.9649391,-75.2769154,1
"1191",39.9678269,-84.709124,1
"1192",39.9709071,-80.7506399,1
"1193",39.9796808,-75.1659155,1
"1194",39.9900049,-76.284659,2
"1195",39.9935959,-105.0897058,1
"1196",39.997373,-75.127536,1
"1197",39.9975414,-85.7466439,1
"1198",40.0149856,-105.2705456,5
"1199",40.0362184,-75.5138118,1
"1200",40.0378755,-76.3055144,4
"1201",40.0386083,-75.1566429,1
"1202",40.0581205,-82.4012642,1
"1203",40.0583238,-74.4056612,47
"1204",40.0678243,-81.0119697,1
"1205",40.0707887,-75.4268251,1
"1206",40.0727889,-74.7206894,1
"1207",40.0792766,-75.3015714,2
"1208",40.082129,-74.2097014,1
"1209",40.0884128,22.3585552,1
"1210",40.1053196,-85.6802541,1
"1211",40.1105875,-88.2072697,3
"1212",40.114955,-111.654923,1
"1213",40.1164204,-88.2433829,3
"1214",40.1280843,-83.6747674,1
"1215",40.1284776,-83.9592771,2
"1216",40.1303822,-75.5149128,1
"1217",40.1447732,-84.2424449,2
"1218",40.1578402,-83.0751869,3
"1219",40.1579568,-76.9881939,2
"1220",40.1672068,-105.1019275,2
"1221",40.1705526,-75.3964688,1
"1222",40.1794309,29.0227159,1
"1223",40.1856597,-75.451571,1
"1224",40.1933767,-85.3863599,1
"1225",40.1959936,-83.0993838,1
"1226",40.1998777,-122.2011075,2
"1227",40.2091219,-74.0386271,1
"1228",40.2142565,-77.0085876,1
"1229",40.2290075,-75.3878525,2
"1230",40.2338438,-111.6585337,1
"1231",40.2344926,-84.409394,1
"1232",40.2364486,-83.3671432,1
"1233",40.2431921,-74.0412485,1
"1234",40.2599864,-74.7909125,1
"1235",40.2608574,23.2215193,1
"1236",40.2613515,-74.023593,1
"1237",40.2671941,-86.1349019,17
"1238",40.2691421,-74.7774394,1
"1239",40.2731911,-76.8867008,5
"1240",40.2983262,-74.618634,1
"1241",40.3016911,-79.8919811,1
"1242",40.3078702,-75.9654896,1
"1243",40.309973,-74.146911,1
"1244",40.3267407,-78.9219698,1
"1245",40.336419,-74.4330474,1
"1246",40.3369272,-104.9121967,1
"1247",40.3572976,-74.6672226,1
"1248",40.3763701,-104.6921874,1
"1249",40.409337,-3.7175684,1
"1250",40.4107964,-75.2479061,4
"1251",40.4128551,-74.307282,1
"1252",40.4162883,-3.7033725,5
"1253",40.4167022,-86.8752869,2
"1254",40.4167515,-3.7038322,1
"1255",40.4167754,-3.7037902,2
"1256",40.4172871,-82.907123,32
"1257",40.418712,-3.70835,1
"1258",40.4233142,-104.7091322,1
"1259",40.4258686,-86.9080655,2
"1260",40.4405855,-74.4173445,1
"1261",40.4406248,-79.9958864,23
"1262",40.4467648,-80.0157603,1
"1263",40.4532846,-112.3615388,1
"1264",40.463667,-3.74922,6
"1265",40.4774818,-104.9013617,1
"1266",40.4838849,-81.5669535,1
"1267",40.4847959,-78.0102813,1
"1268",40.48593,-79.873137,1
"1269",40.486427,-86.1336033,2
"1270",40.4896711,-111.9388244,1
"1271",40.5123258,-74.8593318,1
"1272",40.5171517,72.7637898,1
"1273",40.5187154,-74.4120953,1
"1274",40.5649781,-111.8389726,1
"1275",40.5664755,-105.0988763,1
"1276",40.572603,-74.4926541,1
"1277",40.5753817,-74.3223703,2
"1278",40.5795317,-74.1502007,9
"1279",40.5852602,-105.084423,2
"1280",40.5902201,-74.6088397,2
"1281",40.600449,-74.5595195,1
"1282",40.6010681,-75.4751457,1
"1283",40.6014873,-75.3951808,1
"1284",40.6041777,-74.2824862,1
"1285",40.6081591,-74.2776468,3
"1286",40.6084305,-75.4901833,1
"1287",40.6186756,-80.5772928,1
"1288",40.6210616,-111.5932552,1
"1289",40.6214551,-79.1525349,1
"1290",40.6259316,-75.3704579,1
"1291",40.6320482,-73.7126314,2
"1292",40.6331249,-89.3985283,11
"1293",40.634449,-104.3272043,1
"1294",40.6416588,-74.1008256,1
"1295",40.6527292,-74.2592769,1
"1296",40.6781784,-73.9441579,33
"1297",40.6800962,-75.5299066,1
"1298",40.6817088,-73.879796,1
"1299",40.688432,-75.2207323,1
"1300",40.6895314,-74.1744624,1
"1301",40.6958996,-80.0117254,2
"1302",40.6960105,-73.9932872,1
"1303",40.7008528,-74.0887576,1
"1304",40.7031434,-73.9332253,1
"1305",40.7047178,-74.0059883,1
"1306",40.7095295,-73.7206,1
"1307",40.7127837,-74.0059413,234
"1308",40.7157509,-73.9970307,1
"1309",40.719283,-73.955995,1
"1310",40.719393,-74.0018987,1
"1311",40.7217338,-74.0675758,2
"1312",40.7228025,-73.9946875,1
"1313",40.7245032,-81.5220653,1
"1314",40.7250986,-73.2453946,1
"1315",40.7263542,-73.9865533,1
"1316",40.7264773,-73.9815337,1
"1317",40.7267682,-73.6342954,1
"1318",40.7281575,-74.0776417,3
"1319",40.7282239,-73.7948516,7
"1320",40.7317696,-73.9841161,1
"1321",40.7422303,-73.9982715,1
"1322",40.742551,-84.1052256,1
"1323",40.743082,-73.984911,1
"1324",40.7439905,-74.0323626,1
"1325",40.746561,-73.952479,1
"1326",40.7492284,-73.9987409,1
"1327",40.7520097,-80.3192295,1
"1328",40.7544843,-86.3566659,1
"1329",40.755182,-73.935989,1
"1330",40.7567217,-73.9867329,3
"1331",40.7572352,-73.9829762,1
"1332",40.7574681,-73.9776713,1
"1333",40.7577029,-73.9723758,1
"1334",40.75839,-82.5154471,1
"1335",40.7593941,-73.9697795,1
"1336",40.7607793,-111.8910474,8
"1337",40.7617895,-73.9800317,1
"1338",40.7638835,-2.8511476,2
"1339",40.7667389,-95.3761506,1
"1340",40.7684141,-73.9827037,1
"1341",40.7684331,-73.5251253,1
"1342",40.7684342,-74.1454214,1
"1343",40.7712286,-73.9672226,1
"1344",40.7721673,-73.9875806,1
"1345",40.7769271,-73.8739659,1
"1346",40.7778151,-89.9665017,1
"1347",40.7783828,-73.9783532,1
"1348",40.7830603,-73.9712488,13
"1349",40.7868269,-77.8571306,1
"1350",40.789142,-73.134961,10
"1351",40.790429,-74.2330039,1
"1352",40.7933949,-77.8600012,1
"1353",40.7967244,-81.5215093,1
"1354",40.7982133,-77.8599084,1
"1355",40.7982189,-74.480313,1
"1356",40.7992662,-74.8137768,1
"1357",40.8091068,-73.9228881,1
"1358",40.8115504,-73.9464769,1
"1359",40.816453,-79.5219893,1
"1360",40.8257625,-96.6851982,4
"1361",40.8259007,-74.2090053,2
"1362",40.8325455,-77.8081467,1
"1363",40.8417082,-73.9393554,1
"1364",40.842336,-73.9304396,1
"1365",40.8428759,-73.2928943,1
"1366",40.8447819,-73.8648268,3
"1367",40.8517746,14.2681244,1
"1368",40.8737096,-72.807879,1
"1369",40.8762106,-74.0298621,1
"1370",40.8778768,-74.5937701,2
"1371",40.8867074,-96.8744532,1
"1372",40.8932469,-74.0116536,2
"1373",40.9262762,-74.07701,1
"1374",40.9367195,-83.8224376,1
"1375",40.9381544,-73.8320784,1
"1376",40.9443161,-122.4247355,1
"1377",40.9453476,-83.3872613,1
"1378",40.9470432,-73.0295495,1
"1379",40.9525551,-83.3824238,1
"1380",40.9595605,-73.8095574,1
"1381",40.9628758,-74.1329207,1
"1382",40.988638,-80.669882,1
"1383",41.0036719,-80.347009,1
"1384",41.006592,-74.247638,1
"1385",41.0072779,-81.5270617,1
"1386",41.0082376,28.9783589,2
"1387",41.0095316,-74.1729106,1
"1388",41.0300078,-92.811307,1
"1389",41.0339862,-73.7629097,1
"1390",41.0534302,-73.5387341,2
"1391",41.0716929,-77.5972145,1
"1392",41.079273,-85.1393513,3
"1393",41.0794652,-81.5286702,1
"1394",41.0814447,-81.5190053,2
"1395",41.0854362,14.367553,1
"1396",41.0997803,-80.6495194,1
"1397",41.117744,-73.4081575,2
"1398",41.1220194,-73.7948516,2
"1399",41.1220337,-75.3646282,1
"1400",41.132834,-81.617102,1
"1401",41.1402759,-100.7601454,2
"1402",41.143051,-73.992165,1
"1403",41.1536674,-81.3578859,3
"1404",41.1543623,-95.9145568,1
"1405",41.1821474,-76.6413807,1
"1406",41.1865478,-73.1951767,1
"1407",41.1947018,-74.4937943,1
"1408",41.2020171,-77.2644152,1
"1409",41.2033216,-77.1945247,29
"1410",41.2106927,-94.0325544,1
"1411",41.2232245,-85.0109091,1
"1412",41.2362191,-73.7008551,1
"1413",41.2381965,-96.0138076,1
"1414",41.2475277,-96.113882,1
"1415",41.2523634,-95.9979883,4
"1416",41.2712056,-73.2966405,1
"1417",41.2736647,-82.8415763,1
"1418",41.2840635,-73.4975412,1
"1419",41.3045399,-73.392898,1
"1420",41.308274,-72.9278835,1
"1421",41.3329867,21.5393309,1
"1422",41.3529997,-83.1584429,1
"1423",41.3542656,-71.966462,1
"1424",41.3661614,-81.8543026,1
"1425",41.3747744,-83.6513229,3
"1426",41.3850639,2.1734035,1
"1427",41.4119963,-83.8643852,1
"1428",41.4141172,-73.3035651,1
"1429",41.419219,-83.7407702,1
"1430",41.4219889,-82.3646068,2
"1431",41.4489396,-82.7079605,2
"1432",41.4553232,-81.9179173,1
"1433",41.4570108,-72.8230736,2
"1434",41.4739419,-81.5370671,1
"1435",41.4759224,-75.1821189,1
"1436",41.4761621,-83.2957584,1
"1437",41.4804483,-87.0304298,1
"1438",41.485921,-73.0506972,1
"1439",41.4901024,-71.3128285,2
"1440",41.4924631,-81.6528219,1
"1441",41.4925374,-99.9018131,2
"1442",41.4987043,-74.5584936,1
"1443",41.49932,-81.6943605,22
"1444",41.4995137,-81.6904275,1
"1445",41.5000366,-81.6861122,1
"1446",41.5023192,-72.9787163,1
"1447",41.5083668,-72.9106202,1
"1448",41.5089515,-81.611614,1
"1449",41.5094771,-90.5787476,2
"1450",41.5157622,-74.8309248,1
"1451",41.519637,-81.477155,1
"1452",41.5226257,-72.0883141,2
"1453",41.5242649,-72.0759105,1
"1454",41.525031,-88.0817251,1
"1455",41.5331066,-81.5790137,1
"1456",41.5427895,-87.5090475,1
"1457",41.5572567,-87.6656014,1
"1458",41.5581525,-73.0514965,1
"1459",41.5697897,-87.2759687,1
"1460",41.5700183,-71.0735476,1
"1461",41.5770433,-73.4085463,1
"1462",41.5772115,-93.711332,2
"1463",41.5800945,-71.4774291,6
"1464",41.581942,-87.561935,1
"1465",41.5833688,-87.5000412,1
"1466",41.5934302,-73.0853867,2
"1467",41.5964869,-72.8776013,1
"1468",41.6000317,-87.9381112,1
"1469",41.6002842,-73.9202391,1
"1470",41.6005448,-93.6091064,2
"1471",41.6023196,-72.9867718,4
"1472",41.6032207,-73.087749,19
"1473",41.6105937,-87.0641992,1
"1474",41.632223,-88.2120315,1
"1475",41.6430472,-95.7891614,1
"1476",41.6488696,-0.8897421,1
"1477",41.649349,-80.1449494,1
"1478",41.6552418,12.989615,2
"1479",41.6558582,-70.9239808,1
"1480",41.6611277,-91.5301683,1
"1481",41.6619927,-86.1586156,2
"1482",41.6639383,-83.555212,2
"1483",41.6661573,-81.339552,1
"1484",41.668221,-91.531097,1
"1485",41.671361,-70.294914,1
"1486",41.6717648,-72.9492703,6
"1487",41.6763545,-86.2519898,2
"1488",41.6781533,-73.0109393,1
"1489",41.6819935,-85.9766671,1
"1490",41.690221,-85.925902,1
"1491",41.6915997,-73.8183804,1
"1492",41.6986416,-88.0683955,1
"1493",41.7014912,-71.1550451,1
"1494",41.7055716,-86.2353388,2
"1495",41.7205889,-87.7017175,1
"1496",41.730585,-88.3459048,1
"1497",41.7317884,-93.6001278,1
"1498",41.7360305,-72.795027,1
"1499",41.7369803,-111.8338359,2
"1500",41.7434092,-92.7232456,1
"1501",41.7435073,-88.0118473,2
"1502",41.7605849,-88.3200715,1
"1503",41.7620842,-72.7420151,1
"1504",41.7759301,-72.5215009,2
"1505",41.7798226,-71.4372796,1
"1506",41.7850937,-73.6940175,1
"1507",41.7855837,2.3912362,1
"1508",41.794295,-87.590701,1
"1509",41.8084314,-72.2495231,1
"1510",41.808434,-71.3369972,1
"1511",41.8205199,-71.512617,1
"1512",41.8239891,-71.4128343,2
"1513",41.8456181,-71.8853473,1
"1514",41.8459347,-71.0828222,1
"1515",41.8489872,-72.5717551,1
"1516",41.8586493,-74.3118212,1
"1517",41.87194,12.56738,7
"1518",41.8780025,-93.097702,10
"1519",41.8781136,-87.6297982,89
"1520",41.8847507,-88.2039607,1
"1521",41.8873607,-87.6184065,2
"1522",41.8897519,-87.9889543,1
"1523",41.8964964,-87.6358573,1
"1524",41.902916,12.453389,1
"1525",41.9031863,-87.63369,1
"1526",41.909611,-87.771964,2
"1527",41.9209018,-73.9612887,1
"1528",41.9214378,-87.6513043,1
"1529",41.9272234,-85.0235722,1
"1530",41.9323626,-87.8589213,1
"1531",41.9362687,-87.6979967,1
"1532",41.9508915,-87.6827676,1
"1533",41.9584457,-70.6672621,1
"1534",41.9778795,-91.6656232,1
"1535",41.9847504,-88.0797933,1
"1536",41.9915062,-72.7017741,1
"1537",41.9932752,-70.7284785,1
"1538",42.0103519,-76.5271659,1
"1539",42.0189191,-87.8028402,1
"1540",42.0236421,-91.6281516,2
"1541",42.0307812,-93.6319131,1
"1542",42.0333623,-87.8833991,2
"1543",42.0334565,-71.2190578,2
"1544",42.0450722,-87.6876969,1
"1545",42.050803,-87.685136,1
"1546",42.0587449,-71.243109,1
"1547",42.0653812,-71.2478251,5
"1548",42.0695391,-72.6148117,1
"1549",42.0751065,-72.0333905,1
"1550",42.0834335,-71.0183787,1
"1551",42.0938577,-86.4895463,1
"1552",42.0948613,-71.4094396,1
"1553",42.0978361,-88.2774813,1
